gene	log2fc	pval
CLDN11	-0.0699804872534465	0.572682726415006
CLDN12	-0.021506388059771	0.750439252687802
CLDN5	-0.00909345091390173	0.881253405889718
CLDND1	-0.0242997298660777	0.639018456804157
CLEC14A	-0.0758206385045525	0.0305183565658192
CLEC16A	-0.0120915837355334	0.530315702743357
CLEC2L	-0.0597640081886535	0.129282015005407
CLEC3B	-0.0419407375358976	0.398959274024256
CLGN	0.0786352111415505	0.0763164467329911
CLIC1	0.00999764917567128	0.864877428648911
CLIC2	-0.0123649164324744	0.775739181103861
CLIC4	-0.0408727978621241	0.55376783591648
CLIC5	-0.0516081891544443	0.352053726417114
CLINT1	-0.0229751198337115	0.12866725283327
CLIP1	0.0269408761941638	0.554397923945988
CLIP2	-0.0057700261246231	0.718676885889921
CLIP3	-0.0166520462419463	0.389503303665709
CLIP4	0.00493433879630722	0.926426744743439
CLMN	-6.48912115816407e-05	0.999137678941166
CLN5	-0.019374705887475	0.765467337192352
CLNS1A	0.0404256306133602	0.0499000142418197
CLPB	0.0354169241062421	0.036386844261025
CLPP	0.00962293000305874	0.757819904610049
CLPTM1	-0.0575457371947178	0.000543323278874677
CLPTM1L	-0.00316196211417313	0.950963022724667
CLPX	0.0291086866577976	0.30285168908845
CLSTN1	0.0583334239287596	0.0430068965718279
CLSTN2	0.0940118783252291	0.001987121071661
CLSTN3	0.0557032271035648	0.00769772419212289
CLTA	-0.0374920185539975	0.317420948107918
CLTB	0.19319109235551	0.699985429490004
CLTC	-0.014429111572156	0.48249227197157
CLU	0.101092211417374	0.00233097784938008
CLUH	-0.0311349867659599	0.06424362695006
CLVS1	-0.00336695640248916	0.892866832038634
CLVS2	0.0160366444766152	0.409968885001467
CLYBL	-0.0515468771736248	0.55376783591648
CMAS	0.0179387331420179	0.458272014060795
CMBL	0.0491364174738982	0.0252391275332333
CMC1	-0.0457408814627185	0.267528270224601
CMC2	-0.0418865313634236	0.288335787223722
CMC4	0.0343630288511796	0.445622047553924
CMIP	-0.0450130173962201	0.0821984931063402
CMPK1	-0.0122189760901266	0.758368942395707
CMPK2	0.0259934857116323	0.363060169154476
CMTM4	0.0666104526440535	0.042581287197416
CMTM5	-0.0141909606447411	0.856982084100502
CMTR1	0.0731837080226744	0.0473357162660243
CNBP	0.0682951341830917	0.23230827343749
CNDP1	-0.0642785686799204	0.417221401116429
CNDP2	0.0268187416469293	0.396578347158296
CNIH3	-0.019703103539201	0.750439252687802
CNKSR2	0.00830475045608292	0.815460669576816
CNKSR3	-0.0563247213249937	0.133245374518142
CNN1	-0.369780413654857	0.0141033801284142
CNN2	-0.13116497404177	0.0127051947641742
CNN3	-0.00949601415640358	0.879305810527348
CNNM1	0.0102006113556096	0.666390695365035
CNNM2	-0.026957249118026	0.0672100104856296
CNNM3	0.0621947289333076	0.00565401465236743
CNNM4	-0.0372936128895841	0.151881879657713
CNOT1	0.0135683951301708	0.396578347158296
CNOT10	-0.0154601000935744	0.468578214183472
CNOT11	0.0100822356348012	0.710536208455992
CNOT12	0.00884656274515497	0.731013647730162
CNOT2	0.0128867774616916	0.711381572032543
CNOT3	0.00457415498692415	0.869046806956961
CNOT4	-0.0109170012293803	0.485378185531378
CNOT6L	0.0525729172594488	0.162852014018568
CNOT7	0.0112889433633427	0.707856116724666
CNOT8	0.0579085298136461	0.333717064691219
CNOT9	0.00302585842136636	0.918216085509102
CNP	-0.0712125990473567	0.467025206568592
CNPY2	0.00665821379561873	0.776285447916039
CNPY3	-0.00565692691193044	0.8751900463202
CNPY4	0.00650498931920406	0.850203728563836
CNR1	-0.0133866725553333	0.754396703253433
CNRIP1	-0.0162554551454399	0.591722967862355
CNST	0.0752708833989353	0.000502673952344581
CNTFR	0.0540323091459516	0.141288021831834
CNTN1	-0.0203465786709039	0.162684990206685
CNTN2	0.009004383794079	0.83874022980019
CNTN3	0.0233339273211193	0.504353088914663
CNTN4	0.00375835026909947	0.92368619823207
CNTN5	0.021412053984512	0.521712985235842
CNTN6	9.92253421811529e-05	0.998669283610203
CNTNAP1	-0.00940216606974399	0.819978024494211
CNTNAP2	-0.0171860922387587	0.466579534629178
CNTNAP3	0.0509768921098094	0.381417400447661
CNTNAP4	-0.0124666387399235	0.813722010756554
CNTNAP5	-0.00846660912402855	0.778633537964916
COA1	-0.0571313797895686	0.0199409590685718
COA3	-0.0211624480333384	0.457923371428124
COA4	-0.00273637913662084	0.966978343554807
COA5	0.0294366768764139	0.287604340006522
COA6	-0.0455602617763057	0.115488078010947
COA7	-0.0913530675700186	0.00809959736280749
COASY	0.0221374564146259	0.253747348700322
COBL	0.0116675964772741	0.741795517723125
COBLL1	-0.0136224200878054	0.660900178105935
COG1	-0.047535123553794	0.0365199392350135
COG2	-0.0100884437820764	0.597742194713565
COG3	-0.034986521590423	0.0476991125171109
COG4	-0.0384267187001483	0.014333095848587
COG5	-0.0347921712795766	0.061921751619383
COG6	-0.0389911614494797	0.00689798808423792
COG7	-0.0346129414809162	0.0644782372706522
COG8	-0.00858588688020759	0.806321892114592
COIL	0.0336651000322116	0.505130600003478
COL11A1	0.319823478620984	0.0176579720346695
COL12A1	-0.0743855845014202	0.470898856312462
COL14A1	-0.191130325261469	0.0216949445923073
COL18A1	-0.0443921117176677	0.436943579747067
COL1A1	-0.27538864455694	0.176225330303081
COL1A2	-0.291188901905649	0.153512194766674
COL23A1	-0.419505849500515	0.0705053474436892
COL25A1	1.29697867925623	4.69921157802561e-07
COL26A1	0.00412590430621468	0.961528508868999
COL2A1	-0.279904836471744	0.0861625376750935
COL3A1	-0.265681099456461	0.0588579639228848
COL4A1	-0.00291531102485519	0.970897230415574
COL4A2	0.000818614971121012	0.990813226934816
COL5A2	-0.238487239354746	0.0724255171087707
COL6A1	-0.0633172808256814	0.532893722969207
COL6A2	-0.081630126152979	0.480785993533058
COL6A3	-0.110816253663579	0.44830798571084
COL6A6	-0.234473187520405	0.0464694772292733
COLEC12	-0.0255693686391734	0.612700273372388
COLGALT1	0.000347766859176785	0.993664205699302
COLGALT2	0.0509969607520939	0.115870782809485
COMMD1	0.013127960462522	0.677231072562479
COMMD10	0.00832932908644564	0.623243240536042
COMMD2	0.0269685237368614	0.217042635245064
COMMD3-BMI1	-0.0207273436376813	0.299170140518663
COMMD4	-0.00513365112293168	0.868394335234805
COMMD5	0.0116938159869682	0.608406255026314
COMMD6	-0.028563454492894	0.221187263883497
COMMD7	0.0315657725946178	0.19787108480804
COMMD8	0.00408610887061556	0.862470247641551
COMMD9	-0.0216698569594558	0.468862291276933
COMT	-0.0190136393126754	0.722899391202473
COMTD1	0.0279740234395734	0.360397318605528
COPA	0.00170986125197525	0.928325900977394
COPB1	-0.0136065496240384	0.328138207095859
COPB2	0.00109968571475491	0.94592412229711
COPE	-0.0164511515922106	0.526711270019478
COPG1	-0.00186406923453478	0.925329249030148
COPG2	-0.0252424498795063	0.277056212345107
COPRS	0.0414361203880239	0.290578677977005
COPS2	0.020180839642013	0.23230827343749
COPS3	-0.0429046338688703	0.048754087656867
COPS4	0.0020639984132222	0.891212251860267
COPS5	-0.0256827446709559	0.111766595920534
COPS6	-0.00206768539387964	0.92774817013816
COPS7A	-0.0153090166830942	0.161918571713104
COPS7B	0.0356340207816659	0.0531746489936886
COPS8	0.00387263725009517	0.805284576365222
COPZ1	0.000347500344901719	0.987859407358092
COQ10A	-0.00236121934238961	0.95836615559205
COQ10B	0.0109522067947462	0.795091892407879
COQ3	-0.0221795287408502	0.588507204778759
COQ5	-0.00471118515244641	0.895990389717157
COQ6	0.01803842368989	0.699371292855958
COQ7	-0.00345190778511358	0.942434253062632
COQ8A	0.0174265754129741	0.674295453401447
COQ8B	0.0268138953064088	0.778633537964916
COQ9	-0.0340789719667464	0.21313515572516
CORO1A	-0.0686235521545277	0.0515426222283272
CORO1B	-0.00262662850857127	0.935662707070106
CORO1C	0.00566588035609858	0.825150231670364
CORO2A	-0.00082905802055265	0.982243163870789
CORO2B	-0.0453909397882012	0.0153064986498561
CORO6	-0.0505769837111979	0.156713609074094
CORO7	-0.0237530355653937	0.176225330303081
CORT	-0.0963606155383572	0.256286070233388
COTL1	0.046023843841204	0.161918571713104
COX11	-0.0131068485513664	0.738918395290523
COX14	0.0541002088850788	0.305609669787306
COX15	0.0237837364753125	0.270530187994179
COX17	0.0279747372879666	0.629408560741237
COX18	-0.0153055082400452	0.666390695365035
COX19	-0.0477203375058929	0.113245583366643
COX20	0.0237712370413775	0.495368411334998
COX4I1	-0.0504603096659383	0.0451293472107533
COX5A	-0.0371769738002683	0.205239393443179
COX5B	-0.0449102482498728	0.0832347399449707
COX6A1	0.0434384284037592	0.483655368734967
COX6B1	-0.0187681103384457	0.506158001863352
COX6C	-0.028501059316996	0.345399734417997
COX7A1	-0.00862620649401014	0.927330524856978
COX7A2	0.0608069705274783	0.340254428669227
COX7A2L	-0.0406585875380176	0.0902954902962774
COX7B	0.0179051486160908	0.750439252687802
COX7C	-0.00772265231719385	0.852063688968159
COXFA4	-0.0574920056472486	0.052747275450091
COXFA4L2	-0.0259973339923559	0.568508874457207
CP	-0.00994354506189241	0.928173042783963
CPD	-0.0247068285129713	0.302326902102101
CPE	0.115912637104159	6.2994455968489e-05
CPEB2	0.0142242164467357	0.664651184955057
CPEB3	0.0059710920218822	0.792871878869801
CPEB4	-0.000523164086971957	0.988299923759334
CPLX1	-0.137152894075168	0.00173069023747038
CPLX2	-0.0377974051280576	0.304498699711871
CPLX3	-0.112557441699378	0.0165623644772351
CPM	0.0177167888569403	0.836860958868648
CPN2	0.0300277822650121	0.729765763370188
CPNE1	0.0117604574319664	0.898034242444209
CPNE2	-0.0112986390408611	0.694262351231106
CPNE3	0.0466970471762989	0.0700241189949186
CPNE4	-0.0757020683405795	0.00269079160271283
CPNE5	-0.0085259580696736	0.866129434500961
CPNE6	0.0748728684593036	0.0135771189851671
CPNE7	-0.00323463602323897	0.95836615559205
CPNE8	0.0342335523723858	0.224535661031627
CPNE9	-0.0719586910337642	0.0261833500514874
CPOX	-0.026346975599866	0.4606944606476
CPPED1	-0.0151470765714897	0.761032860554088
CPQ	-0.0353914871373736	0.473333403037445
CPS1	0.0331752860463852	0.254803785508277
CPSF1	0.0358834174802731	0.210684384283244
CPSF2	0.0139646394077888	0.725322766235303
CPSF3	0.0371615494590712	0.318554600272505
CPSF4	0.0645844988350673	0.0930444657373664
CPSF6	0.0210177165999266	0.638121378071964
CPSF7	0.0350679687500463	0.221716988851503
CPT1A	-0.0668704375934611	0.0210813605027958
CPT1C	0.00441145126528	0.896907439250138
CPT2	-0.0242336690616834	0.587693778950308
CPTP	-0.0550925758708244	0.0209587368256484
CPVL	0.076991432892258	0.417316008316027
CRABP1	0.0617874764509022	0.374505959011636
CRABP2	-0.00735677859919071	0.913847645339124
CRACD	0.0206106977745374	0.437808768264891
CRACDL	-0.0355173092804587	0.304328493488192
CRAT	-0.00305614098273273	0.929261499547783
CRBN	-0.0533530293801374	0.00916127062223733
CREB1	0.0362080799909378	0.521176376842218
CREBBP	0.0331668475691594	0.30740438276756
CREG2	-0.0773040007960732	0.0245486943062263
CRELD1	-0.0694696107883056	0.0213147772108875
CRELD2	-0.0892737434321729	0.0433753581713505
CRH	-0.0913966161562388	0.202016475803933
CRHBP	-0.0260541863673929	0.517249721660907
CRIM1	0.0661722967662271	0.223200355002208
CRIP1	-0.0917724776165428	0.295657895937297
CRIP2	-0.0853232382089811	0.030236967672237
CRK	0.0356143151714586	0.0274320610568989
CRKL	0.0289247572805397	0.0941714233019188
CRLF1	0.093345402750406	0.103875889924533
CRLF3	0.055400526717206	0.157524017497703
CRMP1	0.0604841999239239	0.0980728056751078
CRNKL1	0.0451296104012336	0.199691527174642
CROCC	0.110386724626994	0.00486795284842214
CROT	-0.0426898930507162	0.157541728700871
CRP	0.0182771934879433	0.948104516632389
CRPPA	0.0306443105594512	0.127381831254338
CRTAC1	0.00792108029586211	0.811795056750099
CRTC1	0.0479530259461883	0.159315072103224
CRTC2	0.064788783711573	0.252323526748352
CRTC3	-0.00801079921284339	0.944408449706723
CRYAB	0.0143282398184416	0.89868131168325
CRYBG3	-0.0362932741822849	0.473572867906666
CRYL1	0.0400730612935396	0.274399441526706
CRYM	-0.0250461400952199	0.5471797536097
CRYZ	0.0867240045720519	0.253483015194782
CRYZL1	-0.0104083096397253	0.606745744660005
CS	-0.0504967784178961	0.0249261612886934
CSAD	0.0417664442510191	0.200842599359931
CSDC2	-0.0208685639490979	0.76327831256438
CSDE1	-0.0202674086105321	0.142164707630684
CSE1L	-0.0349207377178208	0.0675037636337238
CSGALNACT1	0.0603352805428043	0.246123933622399
CSK	0.0523158265784727	0.000259552620409305
CSMD1	-0.00574336112564736	0.813975922938708
CSMD2	-0.0355435804221308	0.0330809695995806
CSMD3	0.0092995787402073	0.816872783641301
CSNK1A1	0.0169345743882024	0.256822605599669
CSNK1D	0.0802546857348382	0.00388951303619465
CSNK1E	0.0492984493359556	0.00339141704891988
CSNK1G1	0.0408776334239639	0.199691527174642
CSNK1G2	0.0182833831281743	0.796742210431181
CSNK1G3	-0.00458807493301927	0.788144471410291
CSNK2A1	-0.0262029015871394	0.11916753620969
CSNK2A2	-0.0233290949525905	0.106248591520014
CSNK2B	-0.0358791341569591	0.032969506674932
CSPG4	-0.0246036360433317	0.425508783612937
CSPG5	-0.0776481524134901	0.0310706071093559
CSRP1	0.172047943732386	0.0552459953524956
CSRP2	-0.0778212209929558	0.0913736228127553
CST3	-0.0404986690692597	0.404718905184119
CSTA	0.0294920027548897	0.820859276474539
CSTB	0.0635079499170354	0.00284281507376149
CSTF1	0.0131906395468136	0.673966459894774
CSTF2	0.0254596175721531	0.433429615657713
CSTF2T	0.0114621405491135	0.76327831256438
CSTF3	0.0394816487463807	0.12878233684649
CSTPP1	0.027663838482888	0.524475002447133
CTBP1	-0.00865108212456685	0.711220451224393
CTBP2	0.0131495449789801	0.732893568706848
CTBS	-0.0107330136755517	0.886781989090956
CTCF	0.0679079193636804	0.160852185757969
CTDNEP1	-0.0473154588362598	0.207111273046146
CTDP1	-0.00555294090583933	0.907074319787115
CTDSP1	0.0404539288979724	0.379946527282658
CTDSPL2	0.00256814911575702	0.983276909967146
CTH	-0.0595668828202349	0.025722195316168
CTHRC1	1.00497917550832	7.54640781025308e-18
CTIF	-0.0212155986876967	0.721687812191651
CTNNA1	-0.0170708580924811	0.615839980508611
CTNNA2	-0.0331841419957024	0.134284082416394
CTNNA3	-0.0194831501331021	0.838891160317754
CTNNAL1	0.102473074019672	0.284243407229144
CTNNB1	-0.0408177847090228	0.0155269385804591
CTNNBIP1	0.010801344544511	0.802893909048508
CTNNBL1	0.00221509886629766	0.964556906662267
CTNND1	-0.0671877396156292	0.00127464563920005
CTNND2	0.0245401848358093	0.864410271150479
CTPS1	0.00525328898544919	0.883135448256194
CTPS2	0.0368450874141173	0.0943044522984854
CTR9	-0.0138103186556591	0.762670547357518
CTSA	-0.0145255475355724	0.679523645314509
CTSB	0.00498602128289841	0.90388128690161
CTSC	-0.020659471391429	0.812169513308267
CTSD	0.0308638248003231	0.234292450996493
CTSF	0.0404662922953331	0.218286813673286
CTSG	-0.0596773217236246	0.614415966393153
CTSH	0.0246721394691233	0.751423187848479
CTSL	-0.0197890753205866	0.695005072726787
CTSZ	0.0611175862789476	0.0996555074423325
CTTN	-0.0161654590951198	0.539842602116164
CTTNBP2	-0.0272955957899496	0.0399632288382418
CTTNBP2NL	-0.00811721033526205	0.773437124844986
CTU2	0.0722026954967147	0.0601715160143742
CUEDC1	-0.000656527162965714	0.993664205699302
CUEDC2	0.00827948248045324	0.883135448256194
CUL1	0.00855692369535224	0.557311200167994
CUL2	-0.0395490598572318	0.018819260195892
CUL3	-0.0290821768260532	0.0184789916982553
CUL4A	-0.0057244257839163	0.791340311941771
CUL4B	0.0159550142209592	0.357184755020288
CUL5	-0.00277377509698415	0.869046806956961
CUL7	0.0491264965279985	0.376471761685074
CUL9	0.0081452785753216	0.803015036194653
CUTA	-0.0204553228371144	0.567650224583462
CUTC	-0.000918984907502973	0.978702942653821
CUX1	-0.0338940768192826	0.554397923945988
CWC15	0.0664314309363646	0.101816471064431
CWC22	-0.0243385982083196	0.665886466127511
CWC27	-0.00359324253653988	0.932195932012665
CWF19L1	0.0148859713741441	0.717280852230993
CXADR	-0.0406688198147802	0.165648166130394
CXCL14	0.0629409967971152	0.245380398605617
CXorf38	0.00360202928964861	0.93633769926298
CYB561	0.0127019662916165	0.831793682006943
CYB5A	0.0344692158467463	0.290624746353558
CYB5B	0.0233220045972217	0.60010856838962
CYB5R1	-0.068533029381079	0.0114009170708037
CYB5R2	-0.0409306018930224	0.555727330049289
CYB5R3	0.0140762688800298	0.564680807108032
CYBA	0.0798404717561104	0.156247173163386
CYBB	0.0340630705484101	0.470742021807705
CYBC1	-0.0669370681148364	0.0190556219279111
CYBRD1	-0.0211447659532748	0.766255159300894
CYC1	-0.0426924185101086	0.0190556219279111
CYCS	-0.0256638748051613	0.522223458156804
CYFIP1	-0.01003825929015	0.683114728872101
CYFIP2	-0.0455346386893754	0.0169676650069585
CYGB	0.0612810846760825	0.0724698203594038
CYLD	0.00502989897602655	0.813373078891732
CYP20A1	-0.0546088629356352	0.236218838859026
CYP27A1	-0.023515138195686	0.61595663001629
CYP2J2	0.0679708026037072	0.549910750015983
CYP2U1	0.0137990446902183	0.799899322067742
CYP46A1	-0.0364093327219788	0.293089986629391
CYP4F11	0.0613777246055086	0.181652277932076
CYP4X1	-0.0323414269850722	0.241650101021289
CYP51A1	-0.096536825520855	0.0596617463116164
CYP7B1	-0.0582237240655439	0.289222444578116
CYRIA	-0.081552868886843	0.000663043470482426
CYRIB	-0.059675868024704	0.000337524301628733
CYSTM1	-0.0558742434949822	0.129548198600472
CYTH1	0.0303354583101967	0.0700241189949186
CYTH2	-0.0303697579491894	0.0984010642655401
CYTH3	-0.00420079010904581	0.881503822728242
CZIB	0.0399222713352856	0.213143496070232
D2HGDH	-0.0882287168823866	0.160101921438616
DAAM1	0.0128961178475798	0.469665577987865
DAAM2	-0.0139750688819194	0.830878804510347
DAB1	0.00155296345424349	0.978702942653821
DAB2IP	0.00735616680060576	0.787578402225216
DACT3	-0.0401787347354959	0.213308216163335
DAD1	0.0347367094720522	0.318558955763529
DAG1	0.0417675835743207	0.00569152757959596
DAGLA	-0.0027695538969614	0.938468864047859
DAGLB	0.0283509285705961	0.444094755141081
DAP	0.0328597992230519	0.494430888074313
DAP3	-0.0850880296379219	0.0221092141807242
DAPK1	0.0597641646986939	0.00538638817371955
DAPK3	0.0231298053717805	0.318543694475033
DARS1	-0.00240230738215543	0.899953880938627
DARS2	0.02051584236429	0.552764624581647
DAZAP1	-0.00112743722812103	0.974523970392746
DBI	0.138289039543066	0.0029551699307058
DBN1	-0.0182265953728554	0.465835011462779
DBNDD1	0.0633186395490548	0.446609475033779
DBNL	-0.0346624142504943	0.102082344465564
DBR1	0.0382208677980833	0.29426124943177
DBT	-0.0867563922065801	2.84093198281855e-05
DCAF1	0.040517896764562	0.137604884764025
DCAF10	-0.0159219628723453	0.882246699231211
DCAF11	-0.0108907820744463	0.713286606026347
DCAF13	0.161327828362521	0.144871487036546
DCAF5	0.0667726398810136	0.219707891194742
DCAF6	0.00402939679585293	0.902027664439314
DCAF7	0.0115632609804962	0.444094755141081
DCAF8	-0.0342004874185172	0.0561627592670401
DCAKD	-0.00511179992039561	0.87683467705856
DCC	-0.0106731525114327	0.74536011737398
DCD	0.0158579767326568	0.926969161387966
DCHS1	-0.0122192552914194	0.917897035215973
DCK	-0.0516904924716832	0.0558529865668182
DCLK1	0.0779456591903646	0.127875763865244
DCLK2	0.0622840734904314	0.295161928588599
DCN	-0.14199722630163	0.0681439907185342
DCP1A	-0.0135232744769526	0.737441661405646
DCP1B	0.00189858600344084	0.968834747695136
DCP2	0.0528624658634608	0.279380136536938
DCPH1	0.0179045664550251	0.440212765154514
DCPS	0.0774520190131616	0.0285827313021518
DCTD	0.0144628649552883	0.655203495249364
DCTN1	-0.00408345236414581	0.810254694952286
DCTN2	-0.00239150865986444	0.912490299138209
DCTN3	0.000984512386766084	0.962603980984965
DCTN4	0.00145791960263342	0.946384352100515
DCTN5	0.00258124990475672	0.889622156760948
DCTN6	-0.0303281975450571	0.36320789014555
DCTPP1	-0.0651971942847413	0.420972895749697
DCUN1D1	-0.00950060030093065	0.621112289442065
DCUN1D2	0.0238630062179051	0.648375751276922
DCUN1D3	0.00464070391166546	0.881097628707141
DCUN1D4	0.032754925438268	0.36513560120551
DCUN1D5	0.0421784141274891	0.285530161748064
DCX	-0.0719598326383658	0.0567396996502302
DCXR	-0.0121296280395693	0.679523645314509
DDA1	-0.0249498409379825	0.5965771219153
DDAH1	0.0109748955272918	0.628579824881543
DDAH2	0.06946921309898	0.0319068802990214
DDB1	-0.00380863725846575	0.799899322067742
DDHD1	-0.0271488278541674	0.139388160374712
DDHD2	0.00779258233947808	0.554257590405176
DDI2	0.0374437130275402	0.0714356428623004
DDN	-0.188202893559058	0.0384727998809543
DDOST	-0.0156696737843739	0.353280918523061
DDR1	-0.00060939398735544	0.986712592587214
DDRGK1	0.0196857033427132	0.362520689408668
DDT	-0.0179247629922403	0.800500990546591
DDX1	0.0313236722091721	0.122471017906958
DDX10	-0.00675184439242195	0.948104516632389
DDX17	0.0361584528079161	0.262190957680161
DDX18	-0.0147700694607444	0.627484753602316
DDX19A	-0.00750811072942066	0.606512876666944
DDX19B	0.0673634912308872	0.0698449814534072
DDX20	0.0310040767547999	0.401384113087504
DDX21	-0.0237532868533067	0.415294242626764
DDX23	0.0290392298416885	0.256206047457076
DDX24	0.0260617544304372	0.614415966393153
DDX25	-0.0261616130410855	0.545094938175976
DDX27	0.0566607329399039	0.052181373545558
DDX28	0.0174875231855808	0.879562136000748
DDX39A	0.100102301908719	0.0413638454968465
DDX39B	0.0169082900464362	0.618972113705243
DDX3X	0.0262116563285028	0.10123748290328
DDX3Y	0.0952997959228568	0.626219275081005
DDX41	0.0556544404897152	0.476715428134632
DDX42	0.0204575937411326	0.355969981318512
DDX46	0.0401221467149382	0.0837062259507076
DDX47	0.00972757522943048	0.917564408020689
DDX5	0.0388456563862724	0.302307251518105
DDX50	0.0506663101748069	0.116514917448075
DDX51	0.00938047994683949	0.87356988922102
DDX54	0.0552147015066836	0.277364874480195
DDX56	0.0473197407099487	0.357026194617285
DDX6	0.00225575240910414	0.94187002047507
DDX60	0.0317159208129466	0.84290875667996
DECR1	-0.0502314257268524	0.141324479690744
DECR2	-0.00830295225054757	0.862228019690323
DEF8	0.0153058909594457	0.750439252687802
DEFA1	0.00209767760870616	0.989859269283413
DEGS1	0.0779010854825676	0.0855357008176361
DEK	0.105310028604312	0.0351472196890753
DENND10	0.0174823700894902	0.460817802886939
DENND11	0.0106470830955101	0.80243313341764
DENND1A	-0.0257443093970646	0.145213168738839
DENND2B	-0.0064350666078186	0.898034242444209
DENND3	-0.0398533581589906	0.616103784887662
DENND4A	0.045868738718788	0.259670344370703
DENND4B	-0.0195872256037915	0.28476739840256
DENND4C	0.0161468100660518	0.467963119585464
DENND5A	-0.0261091565569823	0.403612565971539
DENND5B	0.00890849404540478	0.905695417982186
DENND6B	-0.0307071195957344	0.416729743961335
DENR	-0.0256706214878	0.176193903794316
DEPDC5	0.0133453505160974	0.512604019819921
DEPTOR	0.0275070854101247	0.509549383332553
DERA	0.0535398737984006	0.191151592328651
DERL1	0.0453334819390694	0.533545667753358
DERPC	-0.0274279873337073	0.669297729293424
DES	0.00706736900248583	0.976006567758206
DESI1	-0.0876688831122998	0.0275439082657851
DFFA	0.00648148852974398	0.823415543633254
DGAT1	0.0263563473828899	0.620437523804196
DGCR2	0.0417327524944173	0.347081754910564
DGKA	0.0202883971724871	0.410845016409299
DGKB	0.00371924700835091	0.962603980984965
DGKD	-0.0218349449683594	0.705894550447247
DGKE	-0.00288172347510551	0.934295162584948
DGKG	0.137808989146082	3.78131291419236e-05
DGKH	-0.0444588090578248	0.0644198488666941
DGKI	-0.0465545506664918	0.0485614098029237
DGKQ	-0.0208884376510974	0.586916909302695
DGKZ	-0.26891748828041	0.0894724402542148
DGLUCY	-0.0141633139714666	0.948127589538005
DGUOK	-0.0258373042705129	0.423266660062844
DHCR24	-0.0640632061813369	0.437840477353149
DHCR7	0.0422827267504305	0.426572269192441
DHODH	0.0319278423946175	0.343961123707124
DHPS	-0.0228187820680365	0.797647217767638
DHRS1	-0.0439101396125839	0.537804828877284
DHRS11	0.0130616300320221	0.706719751621468
DHRS13	0.055441664401404	0.0812093379427162
DHRS4	-0.0292964440766723	0.665886466127511
DHRS7	-0.0394886289146154	0.112115245054093
DHRS7B	-0.0846960426398519	0.000318285067572802
DHTKD1	-0.00765765470440763	0.936420134078482
DHX15	0.0699168130299847	0.0209859965096917
DHX16	0.0137617944581082	0.771273396885089
DHX29	0.0200082128644749	0.213570513628017
DHX30	0.0226935904938484	0.352081279893378
DHX36	0.0453794041813872	0.0539795329794962
DHX38	0.0567721344653211	0.208161238311286
DHX57	0.119458888699104	0.0596707701940157
DHX8	0.0209602488185859	0.765467337192352
DHX9	0.0314172955614779	0.246952412358951
DIABLO	-0.0535094690704917	0.028863917106725
DIAPH1	0.0310104288191124	0.107331934478733
DIAPH2	-0.00371892366271476	0.92553022747327
DICER1	-0.0388467801883943	0.465590897100826
DIDO1	0.0276088391398184	0.636653828927606
DIMT1	-0.0643889761250006	0.141324479690744
DIP2A	0.020195252177358	0.265139116981671
DIP2B	-0.0165972969905364	0.420506320152525
DIP2C	0.0169729785082014	0.691354720791267
DIPK1A	-0.00992136302500463	0.786546376524962
DIPK2A	0.0559133638445022	0.212171581479884
DIRAS1	-0.100946386619667	3.78131291419236e-05
DIRAS2	-0.0557643107479941	0.0245486943062263
DIS3	0.0317154302945388	0.308136870668884
DIS3L2	-0.020564451267971	0.222170550720972
DISC1	-0.0368348262609675	0.715541154749328
DISP2	0.043538688225806	0.270264219645993
DIXDC1	0.0174655747374082	0.551828160391155
DKC1	0.0197130809616112	0.43887200999942
DKK3	0.0823116685077572	0.0744614945995677
DLAT	-0.0447413132581173	0.0185518517201843
DLC1	-0.0723351907663487	0.0745879148953541
DLD	-0.0422910923504396	0.0413521102962572
DLG1	-0.0712808962897948	0.0249894770550474
DLG2	0.0547564143348938	0.257483468199788
DLG3	-0.0397389533840937	0.0170062810374885
DLG4	-0.0325569505852179	0.153251122930347
DLG5	0.0226600572393181	0.766255159300894
DLGAP1	-0.046230830764886	0.317326038249856
DLGAP2	-0.0487483764950457	0.125790325626922
DLGAP3	-0.021910468497003	0.44512365015882
DLGAP4	-0.0893023671550975	0.197940460794018
DLST	-0.0275223784104845	0.134284082416394
DMAC2	-0.0292695226256492	0.736610261480779
DMAC2L	-0.0226268174175254	0.465590897100826
DMAP1	-0.00148049365673473	0.973026061819791
DMD	0.0273818648972221	0.169900293305455
DMTN	-0.0366571643395167	0.18446968302864
DMWD	0.00428053510126708	0.894059219196007
DMXL1	-0.00236290991017207	0.892841399127274
DMXL2	-0.020405922816997	0.257575557727924
DNAAF5	-0.0302943462315705	0.64010897196944
DNAAF9	0.0475789678494705	0.587190066291477
DNAH10	-0.104733699225252	0.461240271893572
DNAH2	0.276797325563859	0.0331771051278157
DNAH9	-0.0548602795269213	0.423840713818486
DNAJA1	0.0320872274103141	0.278213523659983
DNAJA2	0.00721328551664063	0.713900996382265
DNAJA3	0.0139859136489885	0.404718905184119
DNAJA4	0.014411170273239	0.664831081986439
DNAJB1	0.0228229364755521	0.221574472760274
DNAJB11	-0.056117993541906	0.00201228036745129
DNAJB12	-0.00877404591133632	0.719877836366671
DNAJB14	-0.016139260404077	0.422829877514256
DNAJB2	0.0327850573199343	0.132064619921522
