gene	log2fc	pval	tissue
MED7	-0.189723948277762	3.44631267208946e-06	TCX
MED8	-0.098495228900914	0.0027100839916076	PHG
MED8-AS1	-0.416246402013034	1.21166066057376e-08	TCX
MED9	0.072393564808956	0.0989475528142719	TCX
MEDAG	0.341146221605591	0.057897373186169	PHG
MEF2A	-0.223836948042641	0.0006323116666361	TCX
MEF2C	-0.623973999868754	9.070577391534319e-11	PHG
MEF2C-AS1	-0.241780942563484	5.47059271583057e-07	PHG
MEF2C-AS2	-0.292013366630115	1.83021557697362e-08	PHG
MEF2D	-0.13671253116939	0.0104222313752868	PHG
MEFV	0.272104089294188	0.0345351911200773	PHG
MEG3	-0.197787161197493	0.0052961802790091	PHG
MEG8	-0.475984806005717	3.52433848173378e-13	PHG
MEG9	-0.385283013125987	0.0009698374757122	TCX
MEGF10	0.466627320849637	5.65551893428277e-12	PHG
MEGF10-DT	0.286921531226803	1.16661463668474e-05	PHG
MEGF11	0.0571862372809262	0.549364386565077	TCX
MEGF6	0.345057935843657	5.90962854990996e-05	PHG
MEGF8	0.123761778793538	0.0782516251222237	IFG
MEGF9	0.233187498586048	4.45724393873036e-10	PHG
MEI1	-0.32036656553934	0.0078113526593745	TCX
MEI4	-0.26148228421787	0.104276630733525	TCX
MEIOB	-0.326101509716733	0.0072483310555334	IFG
MEIOC	-0.186089313456183	0.0074373211714021	PHG
MEIS1	0.237630620390553	0.0001625960540524	PHG
MEIS1-AS2	-0.0055173471171392	0.974699268132631	TCX
MEIS2	0.104691523678563	0.0375529925519579	TCX
MEIS3	-0.480889839749139	1.59457207167172e-08	PHG
MEIS3P1	0.507891361534774	2.69091887643536e-06	TCX
MEIS3P2	-0.317441992182264	0.0044405205526301	IFG
MELTF	-0.12159103338209	0.0637227746458264	FP
MELTF-AS1	-0.158986664194384	0.0745803741501033	ACC
MEMO1	-0.125144312374948	0.0233114719383784	STG
MEN1	-0.140562191545346	0.001083538869317	PHG
MEOX2	0.230559492820682	0.0774660535192073	PHG
MEP1B	-0.260568123537796	0.0359645714813918	IFG
MEPCE	0.234479912559775	1.17195947237997e-07	TCX
MEPE	-0.897912767851349	2.68300718271014e-07	TCX
MERTK	0.345134356188496	2.36163471702546e-05	PHG
MESD	0.121008146427766	0.0001289551448003	PHG
MESP1	-0.22926185334831	0.0024159885486252	PHG
MEST	-0.450990923225003	1.62738840451796e-10	TCX
MESTIT1	-0.0894471905046984	0.442226816281997	FP
MESTP1	-0.207176992655642	0.112409260341354	FP
MET	-0.567669197485525	3.53881733413045e-07	PHG
METAP1	-0.253426486200675	3.10391269107459e-08	PHG
METAP1D	-0.159052301965334	0.0007287319549433	TCX
METAP2	0.0974400765113348	0.0126317502433153	TCX
METRN	0.337275905847791	0.0002770059842435	TCX
METRNL	0.486815173796157	2.84229849822963e-07	TCX
METTL1	-0.244065524208542	0.0032243915526623	PCC
METTL13	-0.0573444626347417	0.240043006509122	TCX
METTL14	0.102674700953767	0.0076206843668559	TCX
METTL14-DT	-0.199220327490006	0.0226627748626964	IFG
METTL15	-0.154881862508786	0.0010962484899613	TCX
METTL16	0.230025161096396	6.34117171126993e-12	PHG
METTL17	0.075986486652738	0.0200217790695639	PHG
METTL18	0.195309586435258	0.0068897108468515	TCX
METTL21A	0.088529198968144	0.0472853546969236	ACC
METTL21AP1	0.107253112947055	0.270999104891185	PHG
METTL21C	-0.554437546448218	0.0036753942623789	TCX
METTL21EP	-0.326546467531282	5.95428440696676e-05	PHG
METTL22	-0.179422150163109	0.0003287560859285	TCX
METTL23	-0.089725539840448	0.151290407777971	FP
METTL24	0.284667254089372	0.0017765281853527	TCX
METTL25	0.0865880898148812	0.113463490966731	TCX
METTL25B	0.200621874941291	4.67669447680379e-07	PHG
METTL26	-0.272282519613714	1.48527132584599e-08	PHG
METTL27	-0.273800372725552	0.215918519888575	TCX
METTL2A	-0.0971512657442979	0.0009927025664728	PCC
METTL2B	-0.082134911678784	0.0611218531352615	PCC
METTL3	0.112754244041404	2.97999347361779e-06	PHG
METTL4	0.156020796901036	0.0033032614195258	TCX
METTL5	-0.108467965853436	0.0071894667638504	PHG
METTL6	-0.195672054782812	6.30024353544766e-10	TCX
METTL8	-0.127101761687693	0.011240277946321	TCX
METTL9	-0.1552547350213	4.20119001890103e-05	PHG
MEX3A	0.476541927541051	4.22351882963245e-05	TCX
MEX3B	-0.130467254623944	0.0549239966502306	STG
MEX3C	0.345384289371133	1.2869311193295e-09	TCX
MEX3D	0.150865653313345	0.0218607734647064	IFG
MFAP1	0.0718166383584977	0.0048427567258908	ACC
MFAP1P1	0.16597368862308	0.269773659267035	STG
MFAP3	0.161267619993378	0.204220797639442	TCX
MFAP3L	0.283453291691768	1.43535980914892e-07	PHG
MFAP4	1.04656880734407	6.517310983314061e-19	TCX
MFAP5	0.581396493590258	2.07447634192151e-05	PHG
MFF	0.0620005165290385	0.001070570291377	DLPFC
MFF-DT	-0.0589688215826443	0.272548763254522	IFG
MFGE8	0.247258059499208	0.0067727749486043	TCX
MFHAS1	0.248856615429071	7.09683288415403e-05	TCX
MFN1	-0.24839706946381	0.0020928560733212	TCX
MFN2	-0.115819116258163	3.08376825446399e-05	PHG
MFNG	0.669635910598544	1.86484688044136e-10	PHG
MFSD1	0.133085703732926	0.0028901024675956	PHG
MFSD11	-0.103013375407959	0.0123745789861015	TCX
MFSD12	0.169778467435417	0.0005201099033589	PHG
MFSD12-AS1	-0.224271351111992	0.002370199189837	DLPFC
MFSD13B	-0.0780604003868746	0.483062395664917	TCX
MFSD14CP	-0.161224990297823	0.0003319878082819	TCX
MFSD1P1	-0.242562089456573	0.0373056261762622	FP
MFSD2A	0.352580769666095	0.0003462988472709	TCX
MFSD2B	0.199585354296583	0.062518870618508	PHG
MFSD6	-0.322074820007423	8.61043001725072e-07	TCX
MFSD8	-0.146085856700252	0.0341226206072269	TCX
MGA	0.126368342878394	1.77123382180293e-06	PHG
MGAM	0.683222269799191	1.9631327701346e-05	TCX
MGARP	0.430217547237205	0.0003708199113422	TCX
MGAT1	0.314403407876863	5.063766772286941e-09	TCX
MGAT2	-0.0227294970591343	0.511820552808004	ACC
MGAT3	-0.0632674615929769	0.183798568412003	ACC
MGAT3-AS1	0.214007528867323	0.0914896902081131	STG
MGAT4A	0.0792578459242437	0.0363992574923093	PCC
MGAT4B	0.137994994626674	0.0016375896774226	TCX
MGAT4C	-0.335683510526737	0.0012100141862875	TCX
MGAT5	-0.112614820163974	0.0098906056084099	TCX
MGAT5B	-0.235769000677495	0.002579763013083	PHG
MGC16275	0.289689050945551	0.0033870932589385	PHG
MGLL	0.289199704384798	2.45603768846247e-06	TCX
MGME1	0.149993109889787	0.0022142053883003	TCX
MGMT	-0.134776438230465	0.0733916486560514	TCX
MGP	1.0051353436081	1.61550437172328e-06	TCX
MGRN1	0.0761145923458342	0.292688357421512	STG
MGST1	0.504828716647762	8.04365629345798e-05	TCX
MGST2	0.19368032700077	0.0009959830655274	PHG
MGST3	-0.208165555828644	1.4783144518969402e-09	PHG
MHENCR	-0.150344369138549	0.151719572100936	FP
MIA2	-0.112703043591531	0.0056131711289469	TCX
MIA3	-0.0621855887862734	0.125932249368821	TCX
MIAT	-0.249909158530137	0.0292647239502489	TCX
MIATNB	0.203493159892248	4.14540496697065e-05	PHG
MIB1	0.103078357017444	0.003629830682824	PCC
MIB2	-0.0977550580536075	0.154968466276704	FP
MICA	0.43894273938541	7.54581100916614e-06	TCX
MICA-AS1	0.150453846429044	0.273363357439722	PCC
MICAL1	-0.158667538543173	0.0304597260867229	TCX
MICAL2	-0.288838342259768	2.56031728720551e-05	PHG
MICAL3	0.160748900782968	0.0035630311154482	STG
MICALL1	0.444534923197061	1.6277803217617e-09	PHG
MICALL2	0.39127557743285	2.22879840019501e-05	TCX
MICB	0.714238089006707	0.0044369507464585	TCX
MICB-DT	0.42137953993232	0.0121105526521417	TCX
MICOS10	-0.192240405741906	0.0007253465231791	TCX
MICOS13	-0.249545699305052	1.20414758982156e-09	PHG
MICU1	-0.180229861130181	2.34728842972131e-07	PHG
MICU2	-0.0800740668950954	0.0652265312645873	STG
MICU3	-0.447355106193803	3.14807606239254e-08	TCX
MID1	0.276942118982074	0.0010448167690633	TCX
MID1IP1	0.664765245096255	1.47905908304241e-09	TCX
MID1IP1-AS1	0.368826413433381	0.0001403371314779	TCX
MID2	0.0783893718914106	0.0970132786214918	FP
MIDEAS	0.228439457640609	9.91725916976886e-07	PHG
MIDEAS-AS1	-0.755231894466152	0.0003398634090509	TCX
MIDN	0.268786417249731	0.0078996070752939	PHG
MIEF1	0.0286252473781934	0.309939547748756	ACC
MIEF2	-0.122421609009377	0.0832111344389524	TCX
MIEN1	0.203029893754672	8.15077958582557e-05	TCX
MIER1	0.104284220351351	0.0083469166711063	TCX
MIER2	0.204112561131936	0.0002993973711126	TCX
MIER3	0.153169983635004	8.01789631076754e-05	PHG
MIF	-0.127314627802607	0.144169574331245	ACC
MIF-AS1	-0.587520185199277	0.0005613842018706	TCX
MIF4GD	0.23056803758255	1.71397584021255e-05	TCX
MIF4GD-DT	-0.218843833970834	0.0388239622853507	PCC
MIGA1	-0.308628988318302	1.58083312790222e-05	TCX
MIGA2	0.0600967629897564	0.193649457185066	TCX
MIIP	0.164209519713667	0.0069080725646148	TCX
MILIP	-0.420746208242759	0.0011105679424959	FP
MILR1	0.626586688854195	3.44851881951367e-07	PHG
MIMS1	-0.137888461600657	0.00040476615518	STG
MIMS2	0.0454991746251325	0.244371486572198	PHG
MIMT1	-0.342682011507293	0.0063283536558045	IFG
MINAR1	-0.429601066990094	1.11258190857296e-05	TCX
MINCR	0.26525843029627	0.0024934775992196	PCC
MINDY1	0.4784935153673	1.3325349852463499e-11	PHG
MINDY2	0.200183380139283	1.41431633564627e-07	PHG
MINDY2-DT	-0.349269614850921	0.0036010809831355	TCX
MINDY3	-0.315134373673033	9.626407275672531e-09	TCX
MINDY4	0.190940843876957	0.0037916067493692	ACC
MINDY4B	-0.268719250835506	0.0044026567907758	ACC
MINK1	0.190589453114974	3.50500279449812e-05	TCX
MINPP1	-0.108770282145362	0.0347845285207983	STG
MIOS	-0.118107852297507	0.0029354985601954	STG
MIOS-DT	-0.435768611650839	4.28010704222756e-06	TCX
MIPEP	-0.143362721462002	0.001178878085648	PHG
MIPEPP3	0.092616047601056	0.188681534317036	PHG
MIPOL1	-0.0637926710970476	0.111844816697154	PHG
MIR100HG	0.111774654539516	0.19913530094307	TCX
MIR12136	-0.105555867787995	0.242790847094494	DLPFC
MIR124-1HG	0.316963604455629	0.0001243866255421	ACC
MIR124-2	-0.663027774386475	4.26192608939996e-06	TCX
MIR124-2HG	-0.461042452578957	5.00847149420577e-10	PHG
MIR1243	-0.137517607498315	0.383148741621736	IFG
MIR1244-2	0.199787527195189	0.0107857673921169	TCX
MIR1249	0.340321091424574	0.0010223789417181	PCC
MIR1250	0.306410986458394	0.0070826563746669	PHG
MIR1255A	-0.337732201916084	0.0009906752441547	PHG
MIR125B1	0.240067884002274	0.024582544788835	PHG
MIR1267	-0.292582802504585	0.0029566301739235	PHG
MIR1296	0.166749526100974	0.266208945686436	IFG
MIR1299	-0.149729035542748	0.192194474575714	FP
MIR130AHG	-0.301466655017819	0.000437850410555	ACC
MIR133A1HG	-0.0748297831878868	0.287678328344264	STG
MIR137HG	-0.374853336806393	9.24389631497084e-09	PHG
MIR138-1	0.155361720805878	0.0749415111969852	ACC
MIR142HG	0.118265549227141	0.455548048978416	TCX
MIR149	-0.492346525160032	0.0003354012549145	TCX
MIR155HG	-0.179822363243827	0.09143111377882	STG
MIR17HG	0.35406836430499	0.0025987325179365	PHG
MIR181A1HG	-0.15173584841466	0.0523407911430169	ACC
MIR181A2HG	-0.194105317617134	0.08944029369296	FP
MIR186	-0.409241653597766	0.0140147343205361	TCX
MIR1915HG	0.523505345945307	1.8921432695611e-09	TCX
MIR193BHG	-0.183521971943506	0.000793204303485	PHG
MIR194-2HG	0.200061989320059	0.375321751357031	TCX
MIR2052HG	-0.443727932252778	3.18556168668807e-06	PHG
MIR210HG	-0.262490364158342	0.116021318981551	FP
MIR2113HG	-0.121392484771868	0.0625600480040597	FP
MIR219A2HG	0.422068526100173	0.0018667334270614	PHG
MIR222HG	-0.347284832756713	7.68101423447708e-07	PHG
MIR223HG	0.289348665611035	0.0611810090143942	PCC
MIR22HG	-0.303106910353738	0.0002787582782756	PHG
MIR23AHG	0.618349245973948	1.71139896228739e-07	PHG
MIR2681	-0.341027943247028	0.0007530660335767	PHG
MIR29B2CHG	0.249855126381874	0.0001597372859445	ACC
MIR3117	-0.203560782452699	0.0780130046399245	FP
MIR3147HG	-0.228186560580663	0.212477371528553	PHG
MIR3150BHG	-0.191009876061981	0.097642768285061	FP
MIR3176	-0.119828566960782	0.561379616983248	TCX
MIR31HG	-0.196762184124918	0.009543148554183	PCC
MIR325HG	-0.495756865488857	2.40972750698683e-05	TCX
MIR33A	0.0313325570880636	0.859654793488317	TCX
MIR34AHG	0.205318019526975	0.0106782661664055	IFG
MIR3609	0.297996699194557	0.0716549443143672	IFG
MIR3619	0.124657766505783	0.294721264358565	DLPFC
MIR3648-1	-0.105456568416003	0.718440578904123	DLPFC
MIR3659HG	-0.329957505267321	0.0068349661027849	FP
MIR3667HG	0.597368585406572	3.45288080744969e-06	TCX
MIR3677HG	-0.33940413632048	0.0046517521739676	FP
MIR3680-1	0.0719847217224154	0.583719118485813	ACC
MIR3681HG	-0.458330027707907	8.62238229535954e-06	PHG
MIR3682	-0.190388570882831	0.109180596403093	IFG
MIR3685	-0.397446268696079	0.0009461342747107	TCX
MIR378B	-0.43929292076619	0.0017765281853527	TCX
MIR3936HG	-0.189125208811018	0.0002362627838149	TCX
MIR3976HG	-0.752664713432767	0.000215344287492	PHG
MIR4280HG	-0.369792731727351	0.0269597050142181	STG
MIR4292	0.114789779499344	0.274615858887597	TCX
MIR4300HG	0.323970432886333	0.0432540516551918	ACC
MIR4435-2HG	-0.279780693536059	0.0036663849588843	TCX
MIR4453HG	-0.11080315721543	0.0103993162580991	DLPFC
MIR4458HG	-0.149486722436554	0.0135706839239568	ACC
MIR4477B	0.200038223917123	0.114942736797935	TCX
MIR4500HG	-0.567130086952831	4.727857994373099e-13	PHG
MIR4666A	-0.262110026826733	0.149125619825948	TCX
MIR4705	-0.28186316139659	0.0051159063359302	PHG
MIR4720	-0.209780067985991	0.0763382857922052	FP
MIR4740	0.0527489241215497	0.728034559144696	TCX
MIR503HG	0.167036849928601	0.146038100117551	PHG
MIR548F2	-0.116985941323303	0.460491924793448	IFG
MIR5682	-0.208030876822372	0.0480270650721951	PHG
MIR570	0.266754690626839	0.0138688633678773	PHG
MIR573	-0.257600911359011	0.0930131640761316	TCX
MIR600HG	-0.313909124063927	7.49958903037733e-05	TCX
MIR628	-0.362662814300871	0.0022167286066307	PHG
MIR635	-0.0450503308711447	0.697536018359718	TCX
MIR641	0.240034428798726	0.0259310095066834	PHG
MIR646HG	-0.256598318549909	0.0290383648653842	TCX
MIR647	-0.0134536081577027	0.916367626707096	TCX
MIR657	0.435413411702271	0.0007522347013668	PHG
MIR7-3HG	-0.612322931501673	7.51274071979874e-10	PHG
MIR7158	0.299733381855407	0.007478768465129	PHG
MIR762HG	-0.16369140856874	0.19285644896469	FP
MIR7978	-0.623038031975726	2.89781284879473e-08	PHG
MIR9-1	-0.430657834045422	0.0029988223771082	TCX
MIR9-1HG	-0.200028885696059	0.0833884614186727	TCX
MIR9-2HG	-0.235900487265935	0.0002813664131281	TCX
MIR9-3HG	-0.223982790375328	0.0053533118971632	TCX
MIR99AHG	0.122326288272396	0.0004254263070123	PHG
MIRLET7A1HG	-0.115256525311646	0.0513357876309785	FP
MIRLET7BHG	0.249410084571361	0.0011499318368869	PHG
MIRLET7IHG	-0.221398863677777	0.0428231415152123	TCX
MIS12	-0.0731728727783088	0.159761575833645	FP
MIS18A	-0.108906233643825	0.025667723979429	TCX
MIS18BP1	-0.289938354072396	0.0008430197876759	TCX
MISFA	0.294342545550388	0.0024396131576212	PHG
MISO1	-0.175715121826113	0.0540209704465452	FP
MISP3	-0.139953915129892	0.0070794985883036	PHG
MITA1	0.873791364016946	6.1207438203597605e-09	PHG
MITD1	0.186315514777969	0.0011357393389102	TCX
MITF	0.394029157141747	9.313750368767329e-12	PHG
MIX23	-0.164321811089362	0.0052455885018238	STG
MIXL1	-0.222003900779953	0.342295407975728	TCX
MKKS	-0.278748642923388	4.31615712410447e-06	PHG
MKLN1	0.203419038512434	4.81681617629829e-08	PHG
MKLN1-AS	0.340454984975796	1.45397930420123e-06	TCX
MKNK1	-0.0870708563488449	0.0383071911706524	PCC
MKNK1-AS1	0.105156732863529	0.210705265230214	IFG
MKNK2	0.537842417270149	9.975735711880371e-09	TCX
MKRN1	-0.0636170549278967	0.0187194005513233	STG
MKRN10P	-0.28621956986474	0.000120870151987	PHG
MKRN2	-0.0715571586046346	0.0054761986939208	PCC
MKRN2OS	0.222171085670197	0.073371001749476	TCX
MKRN3	0.195585537523133	0.0026709161454785	PHG
MKRN5P	-0.366608051065721	5.0216158086835305e-09	PHG
MKRN7P	0.308105546487868	0.0037981294409867	PHG
MKS1	-0.167896447780151	0.0027913293676757	TCX
MKX	-0.441254551462431	1.21581096734622e-08	PHG
MLANA	0.36391177884335	0.0013795819934055	TCX
MLC1	0.499253477021847	1.57680048203027e-05	TCX
MLEC	0.225401972698624	3.07240586818638e-06	TCX
MLF1	-0.130523064711546	0.0018018593363595	ACC
MLF2	-0.226935801500562	1.1561179371631e-06	PHG
MLH1	-0.0860298563510717	0.0700093991519902	TCX
MLH3	0.083431224079483	0.0005240257022498	PHG
MLIP	-0.741797526636948	2.78240477663154e-07	TCX
MLKL	0.639365994004073	3.93573372234869e-07	PHG
MLLT1	0.221715317856468	7.8592543975113e-05	TCX
MLLT10	0.104159104259121	0.0036058010692397	TCX
MLLT11	-0.699828066381672	1.83143696899145e-12	PHG
MLLT3	0.234952448747918	7.148907416672571e-10	ACC
MLLT6	0.178128162435902	8.77022150984654e-05	TCX
MLPH	0.711812044813837	2.34389745453023e-05	PHG
MLST8	0.116704661770341	0.114914696354653	TCX
MLX	0.0787674828783409	0.0394970090030822	TCX
MLXIP	0.167788075693021	0.0059612585156372	STG
MLXIPL	0.226691267377347	0.001572416837676	ACC
MLYCD	0.121685427075231	0.0043804928743357	ACC
MMAA	-0.0983550361564118	0.055180309497609	IFG
MMAB	-0.163501987805863	0.0131975887856381	TCX
MMACHC	-0.177700071095681	0.0006063604459377	TCX
MMADHC	-0.160452803053985	0.0020229699185687	STG
MMADHC-DT	-0.195295022715505	0.0931732449876618	FP
MMD	-0.191319151904796	0.0034225653030283	PHG
MMD2	0.159813924586039	0.0503009195885787	PCC
MME	-0.394430830796456	0.202488023857965	TCX
MMEL1	0.65775513298518	3.06412399083094e-05	PCC
MMGT1	-0.0876136900337157	0.150237362118065	TCX
MMP11	0.342944161691005	0.0032040813841699	TCX
MMP14	0.80064384273491	3.75491636881099e-13	PHG
MMP15	0.120179415817169	0.0100986661129519	ACC
MMP16	-0.255946086319105	1.2934145720768e-07	PHG
MMP17	-0.273858551540472	0.0003097337433713	PHG
MMP2	0.692091497693713	1.6074142655759502e-09	PHG
MMP21	-0.169122193402044	0.0740095525629867	TCX
MMP24	-0.209413465335202	0.0109961978260827	TCX
MMP24OS	-0.0959613150700465	0.149760046915635	TCX
MMP25	0.390808417164838	0.0009153026005309	TCX
MMP28	-0.141364933074912	0.0319007864874543	DLPFC
MMP9	0.345502647484325	0.128063405585933	PHG
MMRN1	1.56178993768391	2.8889306250893e-10	TCX
MMRN2	0.815201423765166	4.23216407634407e-13	TCX
MMS19	0.0858823534434796	0.0166772406625648	FP
MMS22L	0.282681186517143	4.80326272922883e-08	PHG
MMUT	-0.0573991536253509	0.144447455596312	PHG
MN1	-0.104294492090664	0.114451618674383	ACC
MNAT1	-0.227967066524364	8.14165555130474e-11	PHG
MND1	0.374713718205697	0.0025379588312543	PHG
MND1P1	-0.060052655381102	0.165304696527172	PHG
MNDA	0.275399568504603	0.0253656253475109	PHG
MNMIP1	-0.370375918948045	3.3179545727114e-06	TCX
MNS1	-0.228831265670171	0.0447718540448337	TCX
MNT	0.0794175206176204	0.249041633148788	STG
MOAP1	-0.496434177075676	8.262769379157501e-10	PHG
MOB1A	0.288450093314405	3.79575514352663e-08	PHG
MOB1B	0.146822068974041	0.0080775385130803	STG
MOB2	0.239273057911841	0.0005661056424291	TCX
MOB3A	0.370726232673625	1.28425948173975e-09	TCX
MOB3B	0.516040303804639	3.96958144287542e-13	PHG
MOB3C	0.443883022611441	5.0658965177268906e-09	TCX
MOB4	-0.268932470112236	3.15327837081796e-06	TCX
MOBP	-0.31970272520677	0.0054562379242282	ACC
MOCOS	0.247014856863153	0.0464870073499562	PHG
MOCS1	0.219619112967757	4.86785433212001e-08	TCX
MOCS2	-0.155826930769263	0.0001048359671509	PHG
MOCS2-DT	-0.297328760669621	9.08507089130489e-06	TCX
MOCS3	-0.21479354013095	0.0016209040424571	TCX
MOG	0.472534420858162	6.20130389080288e-05	PHG
MOGS	0.0578978796048881	0.135089206385322	IFG
MOK	-0.114239274480878	0.041685736715111	TCX
MON1A	0.147262166697822	0.0020437658766805	TCX
MON1B	0.124218002479205	0.0005017779343606	PHG
MON2	-0.0767516897489999	0.167320037199436	TCX
MON2-AS1	-0.210055293521834	0.0427942164829247	FP
MORC2	0.0831503623380243	0.0460151423753033	TCX
MORC2-AS1	-0.472662096674994	1.25143861853151e-05	TCX
MORC3	0.0691875883952946	0.0330709827695291	ACC
MORC4	0.348292995962495	1.60748487606556e-06	TCX
MORF4L1	-0.0725383296170481	0.0171308614824546	PHG
MORF4L1P1	-0.139683838743207	0.093905070384329	TCX
MORF4L1P3	-0.242820563681101	0.0331402276985357	FP
MORF4L1P5	-0.185247153844455	0.0755674254300432	FP
MORF4L2	-0.237782901163444	5.30464390974711e-06	PHG
MORF4L2-AS1	0.323079243098674	0.0017714459559378	PHG
MORN1	-0.129837928094851	0.0059569264877095	PHG
MORN2	-0.194953431584072	0.0017123161384715	FP
MORN3	-0.30682643875859	0.0009546507694375	TCX
MORN4	-0.192289517933158	0.0012084461769386	TCX
MORN5	0.344460698093575	0.0031491852424809	PHG
MOSMO	-0.202166862575305	0.0001873606235595	PHG
MOSPD1	-0.148851715117714	0.0176110493834797	STG
MOSPD2	0.239841187484953	0.0003457865236018	PHG
MOSPD3	0.117002705469023	0.034686375946747	STG
MOV10	0.359907875576363	1.80210163178111e-08	PHG
MOV10L1	-0.334887299267733	1.56704170084383e-06	DLPFC
MOXD1	-0.370845590598338	0.0001647817662295	TCX
MPC1	-0.138640916035382	0.0152539147408708	FP
MPC1-DT	-0.436743294370175	4.1333104302151e-06	TCX
MPC2	-0.352084467243813	9.82008969661815e-10	PHG
MPDU1	0.109027681098091	0.0105878630898231	TCX
MPDU1-AS1	0.18136996981432	0.005649327516588	TCX
MPDZ	0.131884637360828	2.77982190376569e-06	PHG
MPEG1	-0.581417113847106	0.0002784461105621	TCX
MPG	-0.20231096839427	0.0002405511224266	FP
MPHOSPH10	-0.0887544469537476	0.0664074064757845	IFG
MPHOSPH6	-0.250919152679893	8.029225681696931e-09	PHG
MPHOSPH6P1	-0.185449907471663	0.109362264152062	FP
MPHOSPH8	0.0413425179602873	0.251858486376564	STG
MPHOSPH9	-0.114998555202404	0.0931030926547697	TCX
MPI	-0.14345315022311	0.0282005497159417	TCX
MPLKIP	-0.0739175265856202	0.0324805957218047	IFG
MPND	-0.150207631153148	0.0027377098757922	PHG
MPO	-0.715975079360405	3.23488643433382e-06	TCX
MPP1	-0.210216923759114	3.14682626886266e-05	PHG
MPP2	-0.120957288690725	0.0160115659175896	TCX
MPP3	-0.210370872308959	0.008538168554444	TCX
MPP4	-0.387868243418069	0.0022342582089121	TCX
MPP7	-0.312272760312604	8.170661854871e-05	PHG
MPPE1	-0.289707221432582	1.44464504676289e-05	TCX
MPPED1	-0.451002890515301	6.78231255498643e-09	PHG
MPPED2	-0.413953987330034	3.6694299542297804e-09	TCX
MPRIP	0.132795001099737	0.0297236948428161	FP
MPRIP-AS1	0.271716790968877	0.0059944304289144	PHG
MPRIPP1	0.145925864794977	0.130825452799471	TCX
MPST	0.407477359542538	2.62909437485011e-09	PHG
MPV17	-0.0880637387125951	0.0007151162788686	PCC
MPV17L	-0.128264750489596	0.0746183811423643	TCX
MPV17L2	-0.182985663124954	9.34325256467194e-08	DLPFC
MPZ	0.270390569224981	0.0175755492158865	PHG
MPZL1	0.251495802545827	2.64653098769554e-07	TCX
MPZL2	1.46253727644897	2.3502240122666503e-10	TCX
MPZL3	-0.246974367854233	0.0108990554998134	PCC
MR1	0.296617954651742	2.20802275124878e-06	PHG
MRAP2	-0.460669692027703	6.70186149702607e-07	PHG
MRAS	0.755533483266971	9.591530624320681e-17	TCX
MRC1	0.455941821847098	4.72684071669234e-05	ACC
MRC2	0.375487380131811	0.000500730414461	PHG
MRE11	0.0871022275462883	0.0119266359569744	PHG
MREG	0.273232173800995	0.0003432677933591	TCX
MRFAP1	-0.0639662453789072	0.0057394574217248	DLPFC
MRFAP1L1	-0.0682933033789421	0.0531464327855553	STG
MRFAP1L2	-0.17200598689486	0.0001308589227413	PHG
MRFAP1P1	-0.190951449862062	0.0258487043035191	TCX
MRGBP	-0.121508292841956	0.0035584208765579	FP
MRGPRE	0.578904632610415	0.0006205891735955	TCX
MRGPRF	1.41366273217001	1.61332778487101e-18	TCX
MRGPRF-AS1	0.818510750855765	9.08507089130489e-06	TCX
MRI1	-0.100904839964476	0.0085419559265813	DLPFC
MRLN	0.207449275814632	0.316392721955843	TCX
MRM1	-0.0747666169490468	0.0264671471485783	DLPFC
MRM3	-0.11703829263208	0.0102486491874753	PHG
MRNIP	0.114292605424804	0.0204387546757466	STG
MRNIP-DT	-0.282077941761121	0.0294791658924187	FP
MRO	0.300326476011665	0.0014321918484072	PHG
MROCKI	-0.652670869479593	1.92821876533712e-07	TCX
MROH1	-0.132733917827366	0.0780760154531321	TCX
MROH6	0.573201885434114	0.000194631228134	TCX
MROH7	0.251822140344859	0.0040389309987818	PHG
MROH8	-0.207181779984197	0.0349275713974639	TCX
MRPL1	-0.272839381106146	1.5413901431573e-07	PHG
MRPL10	-0.100027435547736	0.0033816141989019	PHG
MRPL11	-0.188268393683475	6.33357985596154e-05	FP
MRPL12	-0.167869268327908	0.113933026716825	FP
MRPL13	-0.15191979013595	0.0043111838407285	PHG
MRPL14	-0.137851209671743	0.000588249062862	PHG
MRPL15	-0.310241805451415	8.986543162399571e-10	PHG
MRPL16	-0.0866158961168964	0.0131803767002533	PCC
MRPL17	-0.151182903309754	0.0002912871474138	PHG
MRPL18	0.16720646849834	0.0113486711017654	TCX
MRPL19	0.128494839897474	0.0001377407557079	PHG
MRPL2	-0.246274029717106	1.05775686595837e-10	PHG
MRPL20	-0.0710528989083379	0.0888356612300732	FP
MRPL20-AS1	-0.147467452076183	0.01697918162405	TCX
MRPL20-DT	-0.161546713160975	0.0196483941491345	PCC
MRPL21	-0.329029301537924	2.98963529000897e-08	PHG
MRPL22	-0.11955544596705	0.0024072886117418	PHG
MRPL23	0.228971246250323	0.0371697482410253	DLPFC
MRPL23-AS1	-0.676488208362222	0.0110071937596247	TCX
MRPL24	-0.0961164401221959	0.0109536753695112	PHG
MRPL27	-0.161454647079124	3.89012449595052e-06	PHG
MRPL28	-0.273900423174062	1.56254504409139e-10	PHG
MRPL3	-0.222932514884818	9.96752424912836e-06	PHG
MRPL30	-0.400298488781361	4.72599872688867e-16	TCX
MRPL32	-0.304063360586968	5.31813723451238e-08	PHG
MRPL33	-0.154625756133342	0.0068349661027849	FP
