gene	log2fc	pval	tissue
ASAH2	-0.721277446182312	4.90708954689621e-05	TCX
ASAH2B	-0.689461657507294	1.64600519401539e-13	PHG
ASAP1	-0.124130351829572	7.87399597594903e-06	IFG
ASAP1-IT2	0.110853493599459	0.209252814757359	ACC
ASAP2	0.0706441572044509	0.425839369171152	TCX
ASAP3	0.366750587766045	6.53415296971789e-06	TCX
ASB1	0.10134208334641	0.003883638084973	PCC
ASB13	-0.139116867698668	0.0464424349285625	TCX
ASB14	-0.113418867008339	0.136228754603057	IFG
ASB16	0.298787474009173	0.0071906297281051	PHG
ASB16-AS1	0.237311270958941	0.0003175622937703	PHG
ASB18	-0.362353715239704	0.080769468777733	PCC
ASB2	-0.39365563631018	0.0001224346860705	PHG
ASB3	0.0985728205833762	0.0441279102673298	TCX
ASB4	0.18610801748771	0.0925309237758948	PHG
ASB5	-0.461794921955451	0.000615849186821	IFG
ASB6	0.21558083385916	5.02289126821518e-07	TCX
ASB7	-0.0556031264959209	0.189707544466608	STG
ASB8	-0.146187334499126	6.16554262399034e-07	PHG
ASCC1	0.23826294558896	9.339383352894029e-11	PHG
ASCC2	0.164703929334716	0.0006895516648861	STG
ASCC3	0.180466858873216	0.0030352979712904	TCX
ASCL1	0.559608495934644	5.24927931139487e-08	TCX
ASCL5	-0.206484274429474	0.0903660115610451	FP
ASF1A	-0.168124453930114	0.0046598697799783	IFG
ASGR1	-0.155316832606639	0.0836142676054042	FP
ASGR2	-0.25314944082757	0.0379471347618189	PCC
ASH1L	-0.0625671219123713	0.179423885621396	TCX
ASH1L-AS1	-0.261206277755357	0.0091685590358676	STG
ASH1L-IT1	0.209033690986422	0.0454121993006405	PHG
ASH2L	-0.15636284878476	0.0063641352488198	TCX
ASIC1	-0.0808187502636493	0.142132273774535	PHG
ASIC2	-0.29857595984019	5.01781616858943e-09	PHG
ASIC3	0.118702926545341	0.0855520050169642	STG
ASIC4	-0.172035558357742	0.0042998286087771	PHG
ASIC4-AS1	-0.0339216007953991	0.829793455941287	TCX
ASL	-0.259324535374238	1.20403322108235e-05	TCX
ASLP1	0.126099087852307	0.0554869846408302	DLPFC
ASMER1	-0.110468479498853	0.385496529140111	FP
ASNS	-0.175719060048395	0.012076087009637	IFG
ASNSD1	-0.184631442206668	0.0008035856972243	PHG
ASPA	0.356152985137045	0.0001733804414393	PHG
ASPDH	-0.270914078044553	1.22903667995268e-05	PHG
ASPH	0.164935888192132	0.0261035066836562	TCX
ASPHD1	-0.372822002311925	7.19332553424322e-08	TCX
ASPHD2	-0.247934545378913	0.0003330246122518	PHG
ASPM	-0.281762901761562	0.0027345996369727	PHG
ASPN	0.351809504341894	0.0246553941281903	PCC
ASPNAT	0.0964809101251163	0.127409768802662	TCX
ASPRV1	0.34098179179734	2.26783871868205e-05	TCX
ASPSCR1	0.140089539525063	0.0249576156570796	IFG
ASRGL1	0.215364318174043	0.0005164816648012	TCX
ASS1	-0.242902438285653	2.28359366487431e-05	ACC
ASS1P10	-0.177848264818301	0.151533448798703	IFG
ASS1P12	-0.205285471113808	0.100688130358508	FP
ASS1P2	-0.0988886411371124	0.388166756145299	FP
ASTE1	-0.121252662659731	0.0128112202623518	STG
ASTN1	-0.223958243998916	0.0004360508701656	TCX
ASTN2	-0.0649295446274092	0.287404522164715	TCX
ASTN2-AS1	-0.236223149245102	0.0201119735496257	IFG
ASXL1	0.19675177881916	4.359084725559929e-11	PHG
ASXL2	0.284356152314762	1.4074031064792599e-11	PHG
ASXL3	-0.202318379326349	0.001205614762762	TCX
ATAD1	-0.269701912683698	4.58504594915711e-09	TCX
ATAD2	-0.0804601199558039	0.0500771021217002	PHG
ATAD2B	0.144326461683736	3.75913146703589e-05	PHG
ATAD3A	-0.058145410632696	0.203779361989248	PHG
ATAD3B	-0.142982380739214	0.0028155456396543	DLPFC
ATAD3C	0.637023815707732	1.41012223977208e-06	PHG
ATAD5	-0.227992623112029	0.0002548870463202	TCX
ATAT1	0.0962344691441208	0.0448105096926317	FP
ATCAY	-0.277124670847197	1.54553065673464e-06	PHG
ATE1	-0.186711773247676	1.10424100051146e-08	PHG
ATE1OSP	0.361475651022254	0.0219023854407788	PHG
ATF1	0.355811148692248	3.46476448968188e-08	TCX
ATF2	-0.0968294459669927	0.0056192111604122	PHG
ATF3	0.54680944593239	0.0003017587257112	PHG
ATF4	0.407684211977494	2.11956671412642e-08	TCX
ATF5	-0.143690366295973	0.0012509296179876	ACC
ATF6	-0.0683971378218802	0.263878951808481	TCX
ATF6B	0.139710638930431	0.008544979350313	STG
ATF7	0.364730038329944	1.81001068733996e-12	PHG
ATF7-NPFF	0.602367059001955	6.01935748227166e-05	TCX
ATF7IP	0.213109313076488	5.212461728996761e-09	PHG
ATF7IP2	-0.256614249441984	1.9462728017834e-08	PHG
ATG10	-0.341912899741978	4.78590158098014e-07	TCX
ATG101	-0.133837098207192	0.0528727900033453	FP
ATG12	-0.050342927826585	0.156436092887773	IFG
ATG12P2	-0.138346483459529	0.263460735581143	FP
ATG13	0.0700973129097502	0.0748386602136039	FP
ATG14	-0.149229088705398	0.0001593428643526	TCX
ATG16L1	-0.178980594997119	2.68279422986255e-06	PHG
ATG16L2	0.273827051897042	4.08558471125532e-06	PHG
ATG2A	0.0537462667502666	0.40106887479229	IFG
ATG2B	-0.101702165227996	0.004111603539794	STG
ATG3	-0.117292147151747	0.0149453499057321	STG
ATG4A	0.254042012324917	4.236397671860641e-09	TCX
ATG4B	0.18054049398304	0.0006850771551544	TCX
ATG4C	0.246334599969706	1.03825755953153e-05	PHG
ATG4D	0.0907709146757338	0.0279967952076615	ACC
ATG5	-0.249803687207543	4.494088562423941e-09	PHG
ATG7	-0.115078576530891	0.009866883813089	TCX
ATG9A	-0.0896021312211248	0.268418114540767	TCX
ATG9B	-0.401037331600405	1.96258003643143e-06	TCX
ATIC	0.0942757021628191	0.019540161863632	TCX
ATL1	-0.368089576429182	1.03687842116213e-05	PHG
ATL2	-0.201173033853025	1.32038416156774e-07	PHG
ATL3	0.411116685489616	1.3785421311237e-11	PHG
ATM	0.292355195611055	6.23341240577258e-12	PHG
ATMIN	-0.100926824905734	0.0024664004377957	IFG
ATN1	0.409938534628816	2.79827230587451e-16	TCX
ATOH7	-0.7196650373248	3.92906365130009e-09	PHG
ATOH8	0.848310098842222	5.90441282991343e-11	TCX
ATOSA	0.0618301257966891	0.0453636213928328	DLPFC
ATOSB	-0.0815693864573888	0.018102276161047	ACC
ATOX1	-0.15756575908568	0.0007458448215805	TCX
ATP10A	0.410655058942357	6.23911912186667e-05	PHG
ATP10B	0.294258326075084	0.0002803123695665	PHG
ATP10D	0.314569023916103	3.43179682783165e-05	TCX
ATP11A	0.389545058058412	6.24139263531464e-11	PHG
ATP11A-AS1	0.388892479674169	0.0001194321750694	PHG
ATP11B	0.120155907099433	0.0001164846492133	PHG
ATP11C	0.444983778044037	8.47041391164169e-05	TCX
ATP13A1	0.0933961830349128	0.0776028207255713	TCX
ATP13A2	-0.160855129795703	0.0058058603548878	PHG
ATP13A3	-0.107263515093454	0.000957470518308	ACC
ATP13A3-DT	-0.160780146208659	0.0118847040252141	TCX
ATP13A4	0.198045485568468	0.0116625330450556	PHG
ATP13A4-AS1	-0.247659995409284	0.0615241119654907	FP
ATP13A5	0.180877631501708	0.0889739685619467	ACC
ATP1A1	-0.307782283905244	7.25259036244234e-06	TCX
ATP1A1-AS1	-0.122949281179107	0.092162045929559	TCX
ATP1A2	0.314311998929327	7.52179712922531e-06	PHG
ATP1A3	-0.324050122925323	0.0002605960845114	PHG
ATP1A4	0.274494223626741	0.013030942401729	PHG
ATP1B1	-0.562640926139299	1.2435259411899e-09	TCX
ATP1B1P1	-0.195132472190507	0.0531628236976674	FP
ATP1B2	0.367348464693769	0.0001747375393432	TCX
ATP1B3	0.334268849723866	5.21840142341393e-07	TCX
ATP1B3-AS1	-0.311807568792563	0.0249303157918593	FP
ATP23	-0.221456849189269	0.0005798773218694	PHG
ATP2A1	0.365762360684069	0.0025746045044232	PHG
ATP2A1-AS1	-0.136776975129176	0.0478333498220117	DLPFC
ATP2A2	-0.187611826043824	0.0020034537716371	TCX
ATP2A3	0.388223795466045	0.0017430501811565	PHG
ATP2B1	-0.546913163006069	3.75172204092216e-10	PHG
ATP2B1-AS1	-0.758147285740871	1.26555037547405e-13	TCX
ATP2B2	-0.415296347441739	1.46718286111233e-07	PHG
ATP2B3	-0.391648580434395	7.19291850781441e-07	PHG
ATP2B4	0.249549409457339	2.71949806688626e-06	FP
ATP2C1	-0.115927385794369	7.22140234891005e-05	PHG
ATP2C2	-0.232819205239288	0.0001330070931704	PHG
ATP2C2-AS1	0.263183505129872	0.0109624054344568	PHG
ATP4A	-0.155344492322326	0.219931581804043	FP
ATP5F1A	-0.311845664464995	6.87513653037042e-11	PHG
ATP5F1AP3	0.219363418626002	0.213852915912981	TCX
ATP5F1B	-0.345594968424533	6.34921371772161e-11	PHG
ATP5F1C	-0.201375396095633	4.82948568508439e-06	PHG
ATP5F1D	-0.189068499080438	0.0001037375232096	PHG
ATP5F1E	-0.146103887486822	0.0063453523405562	FP
ATP5IF1	-0.286223729231634	6.4058665182907e-08	PHG
ATP5MC1	-0.352403087631658	5.07168513532042e-10	PHG
ATP5MC2	-0.0536346592363488	0.0257053948559098	DLPFC
ATP5MC3	-0.314780881247056	5.66574738696079e-09	PHG
ATP5ME	-0.229563941345867	4.49212356293685e-06	PHG
ATP5MF	-0.243671908487612	2.01161897317893e-07	PHG
ATP5MG	-0.259276925554398	8.58588150804366e-08	PHG
ATP5MGP8	-0.195106855005376	0.139938590612281	STG
ATP5MJ	-0.39132523162543	4.2221428440068294e-11	PHG
ATP5MK	-0.385908054734502	4.94568163931863e-10	PHG
ATP5MKP1	-0.262356574360859	0.0041596103705483	PHG
ATP5PB	-0.257578973269356	4.370714679167269e-11	PHG
ATP5PBP1	0.241123993006483	0.0135329082749862	PHG
ATP5PBP5	-0.357326667851545	0.0113950342660541	TCX
ATP5PBP7	-0.288533220386105	0.0870861913693075	IFG
ATP5PD	-0.359799093274408	1.5119399908010998e-12	PHG
ATP5PDP4	0.270241623776308	0.0044637986548254	PHG
ATP5PF	-0.255104829383105	4.21106315896319e-08	PHG
ATP5PO	-0.228712944107816	4.20205759893208e-06	PHG
ATP6AP1	-0.22205718577425	3.18160510975438e-07	TCX
ATP6AP1-DT	-0.206884135834829	0.0292052659756342	FP
ATP6AP1L	-0.0944914315411527	0.281320318527112	TCX
ATP6AP2	-0.321685460890225	1.44626944740021e-09	PHG
ATP6V0A1	-0.197511464434511	9.41929818842336e-08	PHG
ATP6V0A2	0.107167939853976	0.0061180686840082	TCX
ATP6V0B	-0.151904623027123	0.003320789928846	PHG
ATP6V0D1	-0.167202504029422	0.0010601704826546	PHG
ATP6V0D1-DT	-0.16410085852582	0.0761240782765541	TCX
ATP6V0E1	0.459790556627652	2.95015667115219e-11	TCX
ATP6V0E2	-0.247180077554114	8.1633760928854e-05	TCX
ATP6V0E2-AS1	-0.205885186362376	0.0177685538240523	TCX
ATP6V1A	-0.483413498481466	3.4036177545440803e-09	PHG
ATP6V1B2	-0.411773980671036	1.73951154967012e-06	PHG
ATP6V1C1	-0.35281251581869	2.5302552646605803e-09	PHG
ATP6V1C2	0.23597479366501	0.16289652747453	PCC
ATP6V1D	-0.335401606874052	2.13976733217495e-09	PHG
ATP6V1E1	-0.380057138599081	3.19303653572867e-08	PHG
ATP6V1E2	0.0666915079733341	0.169062945943285	PCC
ATP6V1F	-0.271411219728575	2.0582748916635e-08	PHG
ATP6V1G1	-0.177094493648256	6.85174229517152e-05	STG
ATP6V1G2	-0.64770548931331	1.12838915914852e-12	PHG
ATP6V1H	-0.352457801035921	5.969712812164271e-09	PHG
ATP7A	0.192031036907884	7.21932339807921e-06	PHG
ATP7B	0.0646915942121753	0.268922144565668	STG
ATP8A1	-0.278539421659347	0.000183238827524	TCX
ATP8A2	-0.626198145716664	4.15185368743962e-10	TCX
ATP8A2P2	-0.0606595629071729	0.512517233272207	STG
ATP8B1	0.231673828293641	0.0009964563175104	TCX
ATP8B1-AS1	0.258680714679723	0.0083758108406709	PHG
ATP8B2	0.158484559278321	0.0004332135017285	TCX
ATP8B4	-0.553853120036334	6.09350308383178e-06	TCX
ATP9A	-0.208244962221034	0.0002825985777499	TCX
ATP9B	-0.277833666704176	1.93126148406501e-09	TCX
ATPAF1	-0.183183616834192	7.91727687116439e-08	PHG
ATPAF2	0.0895929235637984	0.0039058033929652	ACC
ATPSCKMT	0.173674385166634	0.0090399022791295	TCX
ATR	-0.240903328008842	7.511238430118e-06	TCX
ATRAID	0.113862725447868	0.0480538186440993	TCX
ATRIP	-0.0659926325527334	0.122635239182223	PCC
ATRN	-0.218135065693787	8.90511783456081e-06	TCX
ATRNL1	-0.73066512836659	7.3605504242236404e-09	TCX
ATRX	-0.135138874739286	0.0291843319327645	TCX
ATXN1	-0.0928800208902665	0.0330946944524139	TCX
ATXN1-AS1	-0.491472882705573	2.82523257930195e-06	TCX
ATXN10	-0.226029581127171	8.34112735607116e-08	TCX
ATXN1L	0.156407976074451	1.11907368339191e-05	PHG
ATXN2	0.0508448179508676	0.0366095713887106	PHG
ATXN2L	0.124718412223316	0.0007681920283803	TCX
ATXN3	-0.155389262096373	2.71451356110822e-05	TCX
ATXN7	-0.286494281218578	0.003871949747396	TCX
ATXN7L1	-0.1365019966826	0.00491368968559	TCX
ATXN7L2	0.0850544099744526	0.26271386601475	STG
ATXN7L3	-0.213684196005874	5.42533987219668e-05	PHG
ATXN7L3B	-0.196214359858068	5.67641982560011e-08	PHG
AUH	-0.230138115434856	7.24083372560132e-07	TCX
AUNIP	-0.515134898571219	1.41176943661823e-05	PCC
AUP1	0.305211098556286	1.2257602036062e-06	TCX
AURKA	-0.238810768264638	0.0068349661027849	FP
AURKAIP1	-0.114377266486871	0.0035294823968872	PHG
AURKC	0.325433233952788	0.0179675230022456	TCX
AUTS2	0.0849840006194507	0.0183767972736858	PCC
AVEN	0.2865465565323	9.09930011806608e-08	ACC
AVIL	-0.148035410966013	0.0031054003078336	IFG
AVL9	-0.172714291456647	7.6942536367333e-05	TCX
AVPI1	-0.127998750154444	0.0201361734488774	PHG
AVPR1A	-0.196148032205618	0.257445869890147	FP
AVPR1B	-0.46451341270372	0.016748473309373	TCX
AVPR2	0.192411520647244	0.282642190287549	TCX
AXDND1	0.371739791729831	0.0038834183199201	PHG
AXIN1	0.319674832077847	6.29401357196168e-07	TCX
AXIN2	0.1708379043945	0.0004978982955301	TCX
AXL	0.325866628100199	7.56491820916837e-06	PHG
AZGP1	0.968613115517241	1.47091911698125e-07	TCX
AZI2	-0.275979254382718	0.0002230199813262	TCX
AZIN1	-0.118290814561595	0.0055288212754111	STG
AZIN1-AS2	-0.112149746960832	0.347169687929385	FP
AZIN2	-0.363091448948519	8.75192833325815e-10	TCX
AZU1	-0.216302150570254	0.12374059377836	PCC
B2M	0.522134293760679	2.27700668413157e-07	PHG
B3GALNT1	-0.31050117776577	5.93908455006655e-08	PHG
B3GALNT1P1	-0.162935561786048	0.129571110804642	FP
B3GALNT2	0.124778931636223	4.79104187537504e-06	ACC
B3GALT1	-0.233028610131458	1.26603519443605e-06	PHG
B3GALT2	-0.464709800436331	6.35312601267311e-10	PHG
B3GALT4	0.0882382190056359	0.0696865298640562	PHG
B3GALT5	0.266703973602123	9.73661156119541e-05	PHG
B3GALT5-AS1	0.461056551209614	1.3688080598612802e-09	TCX
B3GALT6	-0.132058716264571	0.115022398439019	TCX
B3GALT9	-0.231891866657963	0.0144414148400891	TCX
B3GAT1	0.131446612507127	0.0450326159296335	STG
B3GAT1-DT	-0.516748865836409	8.84374514412244e-07	TCX
B3GAT2	0.31530447348198	9.08598393748515e-06	PHG
B3GAT3	-0.0832665321649939	0.0126133406394528	DLPFC
B3GLCT	0.241277129774452	1.30828822863579e-05	PCC
B3GNT2	-0.113453654630511	0.0257757879113103	ACC
B3GNT4	-0.223898697312217	8.32471311311518e-05	PHG
B3GNT5	0.243466304895732	0.018173542524163	PCC
B3GNT7	0.152870660154321	0.0793308199009663	PHG
B3GNT8	0.409956758615235	0.0010252273932025	TCX
B3GNT9	0.311730406822377	9.41107983940129e-07	PHG
B4GALNT1	-0.248994711958693	0.0001522634445242	PHG
B4GALNT3	0.184710583100904	0.033074412504556	STG
B4GALNT4	0.293408577135411	0.0001657846283886	TCX
B4GALT1	0.536443240640913	1.88112708482871e-08	TCX
B4GALT1-AS1	0.18917745349903	0.0547957058186417	TCX
B4GALT2	0.190867281080618	0.0006668721696284	TCX
B4GALT3	0.0689926852995795	0.102158401101499	TCX
B4GALT4	0.266721529519033	1.05380369449187e-08	TCX
B4GALT5	-0.0714509582655714	0.0435637420568994	ACC
B4GALT6	-0.554069776979135	1.04709325624706e-09	PHG
B4GALT7	-0.0851284655803086	0.178810391708175	TCX
B4GAT1	-0.392975937099262	1.7517338668931501e-09	PHG
B4GAT1-DT	-0.170715313836139	0.0249888441644178	TCX
B9D1	-0.279215449123963	0.000158347927383	TCX
B9D2	0.317474669439617	6.5886362360374e-05	TCX
BAALC	0.173460536511294	0.0362424975700964	TCX
BAALC-AS2	-0.360683505729044	0.0002635321403182	PCC
BAAT	-0.472069444015818	0.0004305898189435	IFG
BABAM1	-0.270469128661296	2.67393834275657e-10	PHG
BABAM2	-0.246064187431688	5.5173395660327e-08	PHG
BABAM2-AS2	-0.236375644773907	0.001991552909221	TCX
BACC1	0.290273356813432	0.0021105831981417	TCX
BACE1	0.180528478290835	1.48601697951082e-06	PHG
BACE1-AS	0.167029704071276	2.97488051907142e-05	PHG
BACE2	0.71682747613997	2.38232122889089e-08	TCX
BACH1	0.214032247676972	2.91289068265451e-07	PHG
BACH1-IT1	0.362720432173338	0.0006197727472465	PHG
BACH2	-0.100276620629278	0.0055591470684253	ACC
BAD	0.286217885765295	3.34528267605378e-06	TCX
BAG1	0.0767020751062955	0.0314079053563511	ACC
BAG2	0.226526026298091	0.0160894830706937	TCX
BAG3	0.876901548493914	7.84907036100627e-07	TCX
BAG4	-0.395247473911879	8.53584328137629e-10	PHG
BAG5	-0.0970509111775719	0.003611680823281	TCX
BAG6	0.124329809123331	0.0046044619176342	IFG
BAHCC1	0.170897304521457	0.0138613560603016	STG
BAHD1	0.130563552658697	0.0019226658576311	TCX
BAIAP2	0.11615218971464	0.116100972041032	STG
BAIAP2-DT	-0.192929577547467	0.0003409792286713	PHG
BAIAP2L1	0.345830700449907	0.0001752516501531	PHG
BAIAP2L2	-0.270149376366559	7.74855606275684e-05	TCX
BAIAP3	0.199921011254919	0.0926178893963142	ACC
BAK1	-0.156374360047571	0.0108184162853141	FP
BAMBI	0.399000783479257	1.13120040285662e-05	TCX
BANF1	0.256673457388566	1.625356300586e-05	TCX
BANK1	0.285348094393824	0.0229638593724889	TCX
BANP	0.276141093940244	2.42347960867464e-06	PHG
BAP1	0.133894727084886	0.0059264193817682	TCX
BARD1	0.296858118937378	0.0004730911007339	TCX
BARHL1	0.143656966717124	0.636695337408038	TCX
BARHL2	0.286462566625362	0.172147713869607	TCX
BARX2	0.244431395860575	0.143606100880112	TCX
BASP1	-0.506988980818594	6.88545374676982e-10	PHG
BASP1-AS1	-0.367051665457262	4.70172975473783e-09	PHG
BATF	-0.587779074014517	1.02709929428201e-06	ACC
BATF2	0.584910663342027	3.46476448968188e-08	TCX
BATF3	-0.292200296881814	0.0024961258423741	IFG
BAX	0.192740307290067	5.50830381685568e-05	IFG
BAZ1A	0.401187329513045	1.57800700733075e-06	TCX
BAZ1A-AS1	0.464478152894266	2.49221290702497e-05	TCX
BAZ1B	0.156726539156004	1.3764077121783699e-11	PHG
BAZ2A	0.116240200291494	0.0055403605590206	PHG
BAZ2B	0.25171078805243	5.57184461146747e-08	PHG
BAZ2B-AS1	-0.122160410850111	0.255082028838172	FP
BBC3	0.280404139346088	0.0009059671319018	TCX
BBIP1	-0.131696448376526	0.0064482237095881	TCX
BBLN	-0.248543039824417	2.08293811925627e-06	PHG
BBOF1	-0.199948167653849	1.40817779909202e-06	TCX
BBOX1	0.555679281871289	1.42915180605538e-05	TCX
BBS1	0.149909086912234	0.0450007542562403	PHG
BBS10	-0.087851435014576	0.10962439109903	IFG
BBS12	-0.214188250644573	0.0002714683326977	PHG
BBS2	0.192006988658846	0.0024063168119006	TCX
BBS4	-0.15203103129592	0.0061188550437936	TCX
BBS5	-0.0664930007514806	0.126436554755207	PCC
BBS7	-0.401983607724919	9.65038054799591e-09	TCX
BBS9	0.211855110633695	0.0002077325372526	TCX
BBX	0.357437251179432	8.0737472683993e-14	PHG
BCAM	0.540496678143731	1.42118322177483e-08	TCX
BCAN	0.169449196729627	0.0501524727329678	TCX
BCAN-AS1	0.289449073892012	0.0102403148913237	PHG
BCAN-AS2	-0.293009267958957	0.0443921879448517	FP
BCAP29	-0.242262888026613	1.09703213364514e-08	PHG
BCAP31	-0.181095192640101	6.4688954849522e-09	PHG
BCAR1	0.153187785272601	0.0072330040033185	TCX
BCAR3	0.492983394327493	2.52926247967885e-07	TCX
BCAR3-AS1	0.349364336573829	0.0006473217554717	PHG
BCAS1	-0.158109723430218	0.150978686448445	ACC
BCAS2	-0.386052804610922	3.2268075766779503e-09	PHG
BCAS3	-0.184236465657948	1.11087675426485e-05	TCX
BCAS4	-0.195227919287681	0.0012413413158045	TCX
BCAT1	-0.72540246447084	1.71512683057695e-15	TCX
BCAT2	0.301378891158256	0.0002590741994883	TCX
BCCIP	0.16458535221689	0.0005534860591017	TCX
BCDIN3D	0.125262870647934	0.0184169941387225	ACC
BCDIN3D-AS1	-0.335363739752725	2.19043594631761e-06	TCX
BCHE	-0.17088129914161	0.075847214860464	STG
BCKDHA	-0.205010529730549	0.104622170699001	FP
BCKDHB	-0.164675806231152	0.0439565703708549	TCX
BCKDK	-0.178201316154575	0.0001309489769279	TCX
BCL10	0.133215988414944	0.0177685538240523	TCX
BCL10-AS1	-0.164074849541097	0.042753695808208	IFG
BCL11A	-0.434238973654089	8.65063579375501e-12	PHG
BCL11B	-0.197515922858544	0.0293514588838389	TCX
BCL2	0.32078080883867	2.44010832063103e-11	PHG
BCL2A1	0.956160099650565	5.46213377626681e-05	TCX
BCL2L1	0.287709435216671	5.20265701427876e-10	TCX
BCL2L1-AS1	0.454510365540823	7.13148674552734e-06	PHG
BCL2L10	0.239549020060736	0.0581934977029716	PCC
BCL2L11	0.270465883215658	5.5035828831672e-09	PHG
BCL2L12	0.254858483878321	0.0009377960468189	TCX
BCL2L13	0.0983604518256946	0.0038810264079245	FP
BCL2L14	-0.212523053285183	0.0868378905401006	STG
BCL2L15	-0.275458079920676	0.0012686175144113	PHG
BCL2L2	-0.192248244731876	2.37176173809403e-07	TCX
BCL2L2-PABPN1	-0.159536233982572	0.295345601603251	TCX
BCL3	0.515936662721242	1.88823229793976e-06	TCX
BCL6	0.653069322702952	1.5462360724736797e-11	TCX
BCL6-AS1	0.797419875903923	4.31018309177879e-08	PHG
BCL6B	0.809990884801103	4.45539838238856e-07	TCX
BCL7A	-0.136493842866747	0.002140637734108	TCX
BCL7B	0.11870396790227	0.0118457742883778	TCX
BCL7C	0.287186183782159	4.66628545639951e-08	PHG
BCL9	0.160455378325643	2.63713771601977e-06	PHG
BCL9L	0.328936187380986	1.17316222203697e-08	TCX
BCLAF1	-0.0857950065545632	0.0519974227473189	STG
BCLAF3	-0.0848732601520084	0.058449774524657	TCX
BCO1	-0.155907464271155	0.158668526055341	IFG
BCO2	-0.0456952074101822	0.456933392285345	PCC
BCOR	0.162950557159118	0.0002500384454101	PHG
BCORL1	0.162524388807229	0.0043050587107636	STG
BCORP1	-0.364459847616286	0.319563791007735	IFG
BCR	0.113874916211874	0.0691392331410701	TCX
BCRP3	-0.199188276886952	0.22098278837233	ACC
BCS1L	-0.0621234266906865	0.0534115623667182	PCC
BCYRN1	0.094163317529766	0.356905899912474	PCC
BDH1	-0.283068341609687	0.0006881947801965	TCX
BDH2	0.47788783702572	7.17966826309673e-08	TCX
BDKRB1	0.147080957898688	0.585022825688513	TCX
BDKRB2	-0.331137772034911	0.0051437769792954	PCC
BDNF	-0.679698714367129	6.22499510804812e-06	TCX
BDNF-AS	-0.341727955190666	8.73677627132005e-05	TCX
BDP1	-0.283422193529148	1.69193862880966e-06	TCX
BEAN1	-0.215592908600607	0.0088365546156659	TCX
BECN1	-0.235968810795939	2.71687233350392e-05	TCX
BEGAIN	-0.318209323670822	7.26934407239514e-06	PHG
BEND3	0.0775220761125526	0.349336636818602	STG
BEND3P3	-0.130089791636615	0.253511016822846	TCX
BEND4	-0.528278142589055	1.2042251953583e-08	PHG
BEND5	-0.538657461379468	4.56176316632935e-14	PHG
BEND6	-0.361227184059655	4.82549782090499e-08	PHG
BEND7	0.420182103746563	9.24296488826103e-09	TCX
BEST1	0.486845905176501	5.77312347571704e-08	PHG
BEST3	-0.284902758190674	0.0216904517029118	ACC
BEST4	-0.415075160458271	0.0047969747398471	TCX
BET1	-0.0628654636936874	0.334402623364807	STG
BET1-AS1	-0.268606925352859	0.0313418125895156	FP
BET1L	0.0770807700936502	0.0977722022036694	TCX
BEX1	-0.673103960424601	8.74509269216162e-10	PHG
BEX2	-0.582455633642322	5.76940699033924e-10	PHG
BEX3	-0.4262503593815	1.449786691962e-12	PHG
BEX4	-0.404870090284916	9.8238676339769e-10	PHG
BEX5	-0.868380593211236	2.51480334515076e-12	PHG
BFAR	0.0590949719948179	0.0320599117921113	PHG
BFSP1	-0.467524542095585	2.88212815371985e-05	TCX
BGLAP	0.164665706742359	0.287487145679004	TCX
BGN	0.67567255849236	5.62228563624825e-10	PHG
BHLHE22	-1.09527803952904	1.01164832570479e-08	TCX
BHLHE40	0.135308080388714	0.147333394754042	TCX
BHLHE40-AS1	-0.198402216947065	0.0091291081716114	PCC
BHLHE41	0.378052155369653	6.45515310947923e-13	PHG
BHMT	-0.319390913317493	0.0188969406048034	IFG
BHMT2	0.783320097657235	2.5843169088761597e-11	TCX
BICC1	0.194758621638113	0.0002614177750346	ACC
BICD1	-0.0564429407702063	0.111178946162867	IFG
BICD2	0.0637089110973452	0.0205479474579981	ACC
BICDL1	-0.196423557315298	0.000718287859965	PHG
BICDL2	-0.397756818677368	0.0008257484896245	PCC
BICRA	0.198577425663746	0.0090226379214806	STG
BICRA-AS1	0.212920879559876	0.0260656610372558	PHG
BICRA-AS2	0.16950045485757	0.106435492965881	ACC
BICRAL	-0.153172351026811	0.0029842016258967	TCX
BID	0.310863572144041	5.97191212311539e-08	TCX
BIN1	0.221513928970917	0.0016487635328001	PHG
BIN2	0.441808060296333	8.45711298511606e-06	PHG
BIN3	0.146857073791934	0.001289214849915	PHG
BIRC2	0.130462211610556	0.0296877031040974	TCX
BIRC3	0.440700805968932	9.68868753331645e-05	TCX
BIRC5	0.50122642585241	0.002950344832314	TCX
BIRC6	-0.0549093084138219	0.418018822850116	TCX
BIRC6-AS1	-0.223452858792158	0.0900904534316906	IFG
BIRC6-AS2	-0.121044703703978	0.079501867670956	PHG
BISPR	0.501241839393629	1.94968317450066e-05	PHG
BIVM	-0.138343777030548	4.80265308729336e-06	PHG
BKGD	0.173489171241592	1.39583438590736e-05	PHG
BLACAT1	-0.454290663792926	0.0011435088647657	TCX
BLCAP	-0.11205084953786	0.0043516431186611	ACC
BLID	0.444348728529131	8.7717553395524e-05	PHG
BLM	0.208526072847319	0.0940066103471589	TCX
BLMH	-0.0781572390077798	0.0294052676474419	STG
BLNK	-0.485820335694248	8.95853271943387e-05	TCX
BLOC1S1	-0.0959821772793572	0.0646665889700746	FP
BLOC1S2	-0.278746692841362	1.21627165332385e-07	PHG
BLOC1S3	0.0599076870486361	0.193703725969462	TCX
